C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_28_341.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_28_341.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_28_341.jpg, 0, 0, 0, 7.874375E-05
C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_28_507.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_28_507.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_28_507.jpg, 0, 0, 0, 7.820327E-05
C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_28_613.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_28_613.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_28_613.jpg, 0, 0, 0, 7.822457E-05
C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_28_742.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_28_742.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_28_742.jpg, 0, 0, 0, 8.180655E-05
C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_28_857.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_28_857.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_28_857.jpg, 0, 0, 0, 7.801763E-05
C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_29_000.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_29_000.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_29_000.jpg, 0, 0, 0, 7.996775E-05
C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_29_100.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_29_100.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_29_100.jpg, 0, 0, 0, 7.785158E-05
C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_29_229.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_29_229.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_29_229.jpg, 0, 0, 0, 7.799731E-05
C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_29_337.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_29_337.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_29_337.jpg, 0, 0, 0, 7.769309E-05
C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_29_470.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_29_470.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_29_470.jpg, 0, 0, 0, 7.928084E-05
C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_29_584.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_29_584.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_29_584.jpg, 0, 0, 0, 7.914266E-05
C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_29_799.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_29_799.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_29_799.jpg, 0, 0, 0, 7.822766E-05
C:\Users\abhinav.m\Desktop\Gate books\IMG\center_2021_04_15_17_47_29_899.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\left_2021_04_15_17_47_29_899.jpg, C:\Users\abhinav.m\Desktop\Gate books\IMG\right_2021_04_15_17_47_29_899.jpg, 0, 0, 0, 7.794683E-05
